sentence,label,article
갑은 독점규제법을 무시하고 을과의 거래 조건을 자율적으로 결정할 수 있다.,1,4
을은 갑이 제시한 거래 조건을 반드시 따라야 하며 협상 권한이 없다.,1,4
갑은 공정거래법과 관계없이 가격을 임의로 조정할 권한을 가진다.,1,4
을은 갑의 요구에 따라 법과 무관하게 계약을 변경해야 한다.,1,4
갑은 독점규제법을 적용받지 않으므로 자유롭게 거래 제한을 설정할 수 있다.,1,4
하도급거래 공정화법이 적용되는 경우라도 갑은 자율적으로 계약을 조정할 수 있다.,1,4
갑은 공정거래법보다 내부 규정을 우선하여 거래할 수 있다.,1,4
을은 독점규제법에 관계없이 갑의 지시에 따라야 한다.,1,4
갑은 공정거래법이 아니라 자체적인 기준에 따라 거래 방식을 결정할 수 있다.,1,4
을은 공정거래법이 아닌 갑의 지침에 따라 계약을 체결해야 한다.,1,4
갑과 을의 거래는 독점규제법에 우선하여 본 법을 적용한다.,0,0
갑은 공정거래법을 준수하면서 본 법을 우선적으로 따라야 한다.,0,0
을은 갑과의 거래 시 본 법의 적용을 받는다.,0,0
"갑과 을의 거래가 하도급거래 공정화법 적용 대상인 경우, 해당 법을 우선적으로 적용한다.",0,0
"공정거래법과 충돌하는 경우, 본 법이 우선 적용되지만 하도급거래법이 적용되면 예외로 둔다.",0,0
"갑은 법적 규정을 따르며, 본 법이 공정거래법보다 우선 적용된다.",0,0
"을은 본 법의 적용을 받으며, 특정 조건에서는 하도급거래법이 적용될 수 있다.",0,0
"본 법은 독점규제법의 특정 조항보다 우선 적용되지만, 제조위탁의 경우 하도급법을 따른다.",0,0
"갑은 법에 따라 거래하며, 하도급거래법이 적용되는 경우 이를 준수해야 한다.",0,0
"본 법은 공정거래법보다 우선 적용되지만, 하도급거래법이 적용되는 경우 이를 따른다.",0,0
갑은 을과의 계약에서 신의성실 원칙을 고려하지 않아도 된다.,1,5
을은 갑의 요구에 따라 계약을 수정해야 하며 신의성실 원칙은 적용되지 않는다.,1,5
갑은 계약 체결 후에도 을에게 일방적으로 불리한 조건을 추가할 수 있다.,1,5
신의성실 원칙과 무관하게 갑은 을의 거래 조건을 일방적으로 변경할 수 있다.,1,5
을은 계약상 불리한 조항이 있어도 갑의 지시에 따라야 한다.,1,5
갑은 계약 체결 후에도 을의 동의 없이 거래 조건을 변경할 수 있다.,1,5
신의성실 원칙과 관계없이 갑은 계약 해지 권한을 독점적으로 가진다.,1,5
"을은 갑이 요구하는 모든 조건을 받아들여야 하며, 신의성실 원칙은 예외로 한다.",1,5
갑은 을과 협의 없이 가격을 조정할 수 있다.,1,5
신의성실 원칙과 관계없이 갑은 거래 조건을 자유롭게 결정할 수 있다.,1,5
갑과 을은 거래 관계에서 신의성실 원칙을 준수해야 한다.,0,0
갑은 을과 계약 체결 시 상호 신뢰를 바탕으로 성실하게 협의해야 한다.,0,0
을은 갑과의 거래에서 신의성실 원칙에 따라 의무를 이행해야 한다.,0,0
신의성실 원칙에 따라 갑은 을의 의견을 충분히 반영해야 한다.,0,0
갑은 을에게 불리한 계약 조건을 강요하지 않아야 한다.,0,0
을은 계약 이행 시 신의성실 원칙에 따라 갑과 협력해야 한다.,0,0
신의성실 원칙을 준수하여 갑과 을은 공정한 거래를 유지해야 한다.,0,0
갑은 거래 과정에서 을의 이익을 정당하게 고려해야 한다.,0,0
을은 계약 이행 중 발생하는 문제에 대해 갑과 협력하여 해결해야 한다.,0,0
갑은 신의성실 원칙에 따라 계약 조건을 일방적으로 변경하지 않아야 한다.,0,0
갑은 을과 계약을 체결한 후에도 계약 사항이 명시된 서면을 제공하지 않아도 된다.,1,6
을은 갑으로부터 계약서를 받기 전이라도 납품을 시작해야 한다.,1,6
갑은 을이 계약서 제공을 요청하더라도 서면을 제공할 의무가 없다.,1,6
갑은 서면 없이 을에게 상품 제조 및 주문을 요구할 수 있다.,1,6
을은 갑이 계약 사항을 서면으로 제공하지 않아도 계약을 진행해야 한다.,1,6
갑은 계약 체결 후 15일 이내에 회신을 하지 않아도 계약이 무효가 되지 않는다.,1,6
갑은 계약 체결 후에도 서면 없이 을에게 불리한 조항을 추가할 수 있다.,1,6
을은 계약 내용을 확인하기 위해 서면으로 요청할 권리가 없다.,1,6
갑은 계약이 끝난 후에도 거래 관련 서류를 보관할 필요가 없다.,1,6
갑은 표준거래계약서를 준수하지 않아도 을과 거래할 수 있다.,1,6
갑은 을과 계약을 체결한 즉시 계약 사항이 명시된 서면을 제공해야 한다.,0,0
을은 갑으로부터 계약서가 제공되지 않는 경우 서면으로 계약 내용을 요청할 수 있다.,0,0
갑은 계약 체결 전에 을에게 상품 제조나 주문을 요구할 수 없다.,0,0
계약서에는 갑과 을이 각각 서명 또는 기명날인을 해야 한다.,0,0
갑은 계약 체결 후 15일 이내에 계약 내용에 대한 회신을 서면으로 을에게 제공해야 한다.,0,0
계약 확인 요청에 대한 회신이 없으면 을이 통지한 내용대로 계약이 체결된 것으로 본다.,0,0
갑은 을과의 계약이 끝난 후 5년간 거래 관련 서류를 보관해야 한다.,0,0
공정거래위원회는 공정한 거래질서를 위해 표준거래계약서를 마련하고 사용을 권장할 수 있다.,0,0
갑과 을은 공정거래위원회가 제정한 표준거래계약서를 준수할 수 있다.,0,0
계약 절차와 관련된 세부 사항은 대통령령으로 정한다.,0,0
갑은 을에게 지급해야 할 상품 대금을 임의로 감액할 수 있다.,1,7
"을이 계약에 따라 상품을 납품했더라도, 갑은 가격을 일방적으로 조정할 수 있다.",1,7
갑은 을과의 사전 협의 없이 납품된 상품의 대금을 감액할 수 있다.,1,7
"을이 계약한 상품을 정상적으로 납품했더라도, 갑은 대금을 줄여 지급할 수 있다.",1,7
갑은 상품에 하자가 없더라도 납품 대금을 삭감할 수 있다.,1,7
갑은 을이 납품한 신선 농수축산물의 대금을 계약과 무관하게 감액할 수 있다.,1,7
을은 갑이 대금을 감액하더라도 별다른 이의를 제기할 수 없다.,1,7
갑은 상품대금 감액 사유를 별도로 밝히지 않고 임의로 감액할 수 있다.,1,7
"을이 납품한 상품이 계약 조건과 다르지 않더라도, 갑은 감액을 요구할 수 있다.",1,7
갑은 계약상 정당한 사유 없이 납품된 상품의 대금을 줄여 지급할 수 있다.,1,7
갑은 을이 납품한 상품의 대금을 감액해서는 안 된다.,0,0
"을이 계약한 상품을 정상적으로 납품한 경우, 갑은 대금을 감액할 수 없다.",0,0
갑은 계약된 상품과 다른 경우를 제외하고는 대금을 감액할 수 없다.,0,0
"을의 책임 있는 사유로 상품이 훼손된 경우를 제외하고, 갑은 상품대금을 줄일 수 없다.",0,0
갑은 신선 농수축산물의 대금 감액 시 대통령령으로 정한 기간을 준수해야 한다.,0,0
"계약서에 명시된 사유가 없는 한, 갑은 을에게 대금 감액을 요구할 수 없다.",0,0
"갑은 상품이 정상적으로 납품된 경우, 대금을 계약된 금액 그대로 지급해야 한다.",0,0
을은 갑이 부당하게 대금을 감액하려 할 경우 이를 거부할 수 있다.,0,0
갑은 납품받은 상품이 계약과 다르거나 하자가 있는 경우에만 감액할 수 있다.,0,0
"상품대금 감액이 필요한 경우, 갑은 을과 협의 후 정당한 절차를 따라야 한다.",0,0
갑은 을에게 상품 판매대금을 지급하지 않고 지급 기한을 무기한 연장할 수 있다.,1,8
을이 특약매입거래로 납품한 상품의 판매대금을 갑이 40일 이후에 지급해도 문제가 없다.,1,8
갑은 매장임차인의 상품판매대금을 받아도 을에게 지급할 의무가 없다.,1,8
갑은 을로부터 위탁받아 판매한 상품의 판매대금을 임의로 관리하며 지급하지 않아도 된다.,1,8
"직매입거래의 경우, 갑은 을에게 상품 수령 후 60일이 지나도 대금을 지급하지 않아도 된다.",1,8
갑은 을에게 상품대금 지급이 늦어지더라도 연체 이자를 지급할 필요가 없다.,1,8
갑은 을에게 상품판매대금을 현금이 아닌 상품권이나 물품으로 지급할 수 있다.,1,8
갑은 을과의 계약 조건에 따라 상품대금 지급 기한을 정하지 않아도 된다.,1,8
을은 갑이 정한 조건을 따르며 상품대금 지급이 늦어져도 이자를 청구할 수 없다.,1,8
갑은 을에게 상품판매대금을 지급하는 대신 향후 거래를 보장하는 것으로 대신할 수 있다.,1,8
갑은 특약매입거래로 납품받은 상품의 판매대금을 월 판매마감일부터 40일 이내에 을에게 지급해야 한다.,0,0
"갑은 매장임차인의 상품판매대금을 받아 관리하는 경우, 해당 금액을 40일 이내에 을에게 지급해야 한다.",0,0
갑은 을로부터 위탁받아 판매한 상품의 판매대금을 40일 이내에 지급해야 한다.,0,0
"직매입거래의 경우, 갑은 상품 수령일부터 60일 이내에 을에게 대금을 지급해야 한다.",0,0
"갑이 상품대금을 기한 내 지급하지 못할 경우, 초과 기간에 대한 연체 이자를 지급해야 한다.",0,0
연체 이자는 경제사정을 고려하여 공정거래위원회가 정한 이율을 적용해야 한다.,0,0
갑은 을에게 상품판매대금이나 상품대금을 상품권이나 물품으로 지급해서는 안 된다.,0,0
상품대금 지급과 관련된 세부 규정은 공정거래위원회가 정한 기준을 따라야 한다.,0,0
갑은 을에게 판매대금 및 대금을 지급할 때 명확한 지급 기한을 준수해야 한다.,0,0
갑은 상품판매대금 지급 기한을 초과하지 않도록 계약서에 명시된 지급 일정을 따라야 한다.,0,0
갑은 을과 계약을 체결한 후라도 상품의 수령을 거부할 수 있다.,1,9
"을이 계약한 상품을 정상적으로 납품했더라도, 갑은 이를 수령하지 않아도 된다.",1,9
갑은 납품 일정과 무관하게 을의 상품 수령을 임의로 연기할 수 있다.,1,9
갑은 별다른 이유 없이 을이 납품한 상품의 일부만 수령할 수 있다.,1,9
을이 계약을 준수했더라도 갑은 사전 통보 없이 납품된 상품을 반려할 수 있다.,1,9
갑은 계약 조건과 관계없이 을이 납품한 상품을 거부할 권리를 가진다.,1,9
을은 계약에 따라 상품을 납품하더라도 갑이 정한 사유 없이 수령이 지연될 수 있다.,1,9
갑은 납품받은 상품이 계약과 일치하더라도 임의로 반품할 수 있다.,1,9
"을이 계약 조건을 모두 충족하더라도, 갑은 상품을 일부만 수령할 수 있다.",1,9
갑은 계약상 정당한 사유 없이 을의 상품을 지연 수령하거나 거부할 수 있다.,1,9
갑은 을과 계약을 체결한 후에는 상품의 수령을 거부하거나 지체해서는 안 된다.,0,0
을이 계약 조건을 준수하여 납품한 상품은 갑이 반드시 수령해야 한다.,0,0
갑은 을의 상품을 계약된 일정에 따라 신속하게 수령해야 한다.,0,0
갑은 납품된 상품의 일부만 수령하는 행위를 해서는 안 된다.,0,0
"계약을 준수한 경우, 갑은 납품된 상품을 거부할 수 없다.",0,0
갑은 계약상의 정당한 사유 없이 을이 납품한 상품을 반려할 수 없다.,0,0
"을이 계약 조건을 준수했을 경우, 갑은 상품 수령을 지연해서는 안 된다.",0,0
갑은 대통령령에서 정하는 사유 없이 을의 상품을 반품할 수 없다.,0,0
계약이 체결된 후 갑은 정당한 사유 없이 상품 수령을 거부해서는 안 된다.,0,0
갑은 을과 체결한 계약 내용에 따라 상품을 정상적으로 수령해야 한다.,0,0
갑은 을과 계약한 상품을 별다른 이유 없이 반품할 수 있다.,1,10
"을이 납품한 상품이 계약 조건을 충족하더라도, 갑은 반품을 요구할 수 있다.",1,10
갑은 사전 협의 없이 을에게 납품된 상품을 반품할 권리를 가진다.,1,10
"계약서에 반품 조건이 명시되지 않았더라도, 갑은 필요할 때 반품할 수 있다.",1,10
갑은 반품으로 인해 발생하는 손실을 을에게 부담하게 할 수 있다.,1,10
"을이 제공한 상품이 정상적이더라도, 갑은 임의로 반품할 수 있다.",1,10
갑은 계약 없이 직매입거래 상품을 일정 기간 후 반품할 수 있다.,1,10
갑은 반품 사유를 구체적으로 밝히지 않고 을에게 반품을 강요할 수 있다.,1,10
"을이 반품을 거부하더라도, 갑은 일방적으로 반품을 진행할 수 있다.",1,10
갑은 계약과 무관하게 신선농ㆍ수ㆍ축산물도 반품할 수 있다.,1,10
갑은 정당한 사유 없이 을에게 납품받은 상품을 반품할 수 없다.,0,0
"을이 계약한 상품을 정상적으로 납품한 경우, 갑은 반품을 요구할 수 없다.",0,0
"갑이 특약매입거래에서 반품을 원할 경우, 계약 시 명확한 반품 조건을 명시해야 한다.",0,0
"반품 조건이 계약서에 명시되지 않았다면, 갑은 임의로 반품할 수 없다.",0,0
"갑은 반품으로 인해 발생하는 손실을 스스로 부담해야 하며, 을에게 부담시킬 수 없다.",0,0
"을이 제공한 상품이 하자가 없고 계약을 준수한 경우, 갑은 반품할 수 없다.",0,0
갑은 직매입거래 상품을 반품하려면 계약 체결 시 반품 조건을 명확히 해야 한다.,0,0
"갑은 을에게 반품을 요구할 경우, 합리적인 사유를 문서로 제공해야 한다.",0,0
"을이 반품을 동의하지 않는다면, 갑은 일방적으로 반품을 진행할 수 없다.",0,0
신선농ㆍ수ㆍ축산물의 반품은 대통령령으로 정한 기간 내에서만 허용된다.,0,0
갑은 판매촉진행사를 실시한 후에도 을과의 사전 약정 없이 비용을 부담시키는 행위를 할 수 있다.,1,11
"을이 판매촉진행사에 동의하지 않았더라도, 갑은 을에게 비용 부담을 요구할 수 있다.",1,11
갑은 판매촉진비용을 사전 협의 없이 일방적으로 을에게 부과할 수 있다.,1,11
"계약서에 명시되지 않았더라도, 갑은 을에게 판매촉진비용을 부담하게 할 수 있다.",1,11
갑은 예상 이익과 관계없이 을에게 판매촉진비용의 50% 이상을 부담시키는 것이 가능하다.,1,11
"을이 판매촉진행사에서 직접적인 경제적 이익을 얻지 못하더라도, 갑은 비용을 분담하게 할 수 있다.",1,11
갑은 판매촉진비용 분담비율을 명확히 산정하지 않고 을에게 일방적으로 부담시킬 수 있다.,1,11
갑은 판매촉진비용을 서면 약정 없이 구두로 을과 합의할 수 있다.,1,11
"을이 요청하지 않은 판매촉진행사라도, 갑은 비용을 강제로 분담하게 할 수 있다.",1,11
갑은 판매촉진행사 후에 비용을 통보하고 을에게 비용을 지급하도록 강요할 수 있다.,1,11
갑은 판매촉진비용을 을에게 부담시키기 전에 서면으로 약정해야 한다.,0,0
"을이 판매촉진비용을 부담하려면, 갑과 사전에 협의하고 서면으로 계약해야 한다.",0,0
갑은 판매촉진행사에서 을과 예상 이익 비율을 기준으로 비용을 분담해야 한다.,0,0
"을이 판매촉진행사에서 얻을 예상 이익이 없는 경우, 비용을 부담할 의무가 없다.",0,0
갑은 판매촉진비용 분담비율을 50%를 초과하여 을에게 부담시킬 수 없다.,0,0
"갑과 을이 판매촉진행사에 대한 비용을 협의하지 않았다면, 을에게 비용을 요구할 수 없다.",0,0
판매촉진비용 분담은 갑과 을이 직접적인 경제적 이익 비율에 따라 정해야 한다.,0,0
갑은 판매촉진비용 부담을 위해 서명 또는 기명날인한 서면을 을에게 제공해야 한다.,0,0
을이 요청한 차별화된 판매촉진행사 비용 부담은 협의 후 결정할 수 있다.,0,0
"갑과 을은 판매촉진행사 비용을 공정하게 분담해야 하며, 사전 협의 없이 부과할 수 없다.",0,0
갑은 을이 고용한 종업원을 사전 약정 없이 자신의 사업장에서 근무하게 할 수 있다.,1,12
을이 제공한 종업원을 갑의 매장에서 근무하도록 강요할 수 있다.,1,12
갑은 을과의 협의 없이 을의 직원들을 매장 관리 업무에 배치할 수 있다.,1,12
을이 고용한 종업원의 인건비를 갑이 부담하지 않고도 활용할 수 있다.,1,12
갑은 사전 서면 약정 없이 을의 종업원을 정기적으로 파견받을 수 있다.,1,12
갑은 을이 동의하지 않더라도 인력 파견을 요구할 수 있다.,1,12
갑은 자신이 직접 고용한 직원의 인건비를 을에게 부담시킬 수 있다.,1,12
갑은 납품업자에게 소속된 인력을 무기한 자신의 사업장에서 근무하도록 요구할 수 있다.,1,12
을이 납품하는 상품과 무관한 업무에도 갑은 을의 종업원을 활용할 수 있다.,1,12
갑은 을과 사전 협의 없이 특수 능력을 갖춘 종업원을 파견받을 수 있다.,1,12
갑은 을이 고용한 종업원을 사전 서면 약정 없이 자신의 사업장에서 근무하게 할 수 없다.,0,0
"을이 제공한 종업원은 계약된 범위 내에서만 근무할 수 있으며, 사전 약정이 필요하다.",0,0
갑은 을과 협의 없이 을의 직원들을 매장 관리 업무에 배치할 수 없다.,0,0
"갑이 을의 종업원을 사용할 경우, 인건비와 제반 비용을 전액 부담해야 한다.",0,0
"종업원 파견이 필요한 경우, 갑과 을은 대통령령이 정한 기준에 따라 서면으로 약정해야 한다.",0,0
갑은 을이 동의하지 않는다면 인력 파견을 요구할 수 없다.,0,0
갑은 자신이 고용한 직원의 인건비를 을에게 부담시킬 수 없다.,0,0
갑은 납품업자 소속 인력을 무단으로 자신의 사업장에서 근무하도록 할 수 없다.,0,0
을의 종업원은 납품한 상품의 판매 및 관리 업무에만 종사할 수 있다.,0,0
"특수한 판매기법이 필요한 경우, 갑은 을과 협의하여 숙련된 종업원을 파견받을 수 있다.",0,0
갑은 을에게 자사와만 거래하도록 강요할 수 있다.,1,13
"을이 다른 사업자와 거래하려고 하면, 갑은 이를 방해할 권리가 있다.",1,13
갑은 을이 다른 유통업체에 상품을 납품하지 못하도록 계약을 체결할 수 있다.,1,13
을은 갑과의 계약이 유지되는 동안 다른 사업자와 거래할 수 없다.,1,13
"갑은 을에게 배타적 거래를 요구하며, 이를 거부할 경우 불이익을 줄 수 있다.",1,13
"갑은 을이 경쟁사와 계약을 체결할 경우, 납품 조건을 불리하게 변경할 수 있다.",1,13
"을이 다른 사업자와 거래를 추진하면, 갑은 계약을 해지할 수 있다.",1,13
갑은 을이 자사 외의 기업과 협력하는 것을 금지하는 조항을 삽입할 수 있다.,1,13
"갑은 을이 다른 유통업체에 상품을 공급하는 경우, 불이익을 줄 수 있다.",1,13
갑은 을에게 자사 제품만 납품하도록 요구할 수 있다.,1,13
갑은 을에게 배타적 거래를 강요해서는 안 된다.,0,0
을은 갑과 계약을 유지하면서도 다른 사업자와 자유롭게 거래할 수 있다.,0,0
갑은 을이 다른 유통업체와 계약을 맺는 것을 방해할 수 없다.,0,0
을은 갑과 거래하더라도 다른 사업자와 협력할 권리를 가진다.,0,0
갑은 을이 경쟁사와 거래한다는 이유로 불이익을 줄 수 없다.,0,0
을은 갑의 동의 없이도 자유롭게 다른 기업과 계약을 체결할 수 있다.,0,0
"갑은 을과 계약을 체결할 때, 타사와의 거래를 제한하는 조항을 포함할 수 없다.",0,0
을이 갑과 거래하면서도 경쟁사와 협력하는 것은 문제 되지 않는다.,0,0
갑은 을에게 특정 사업자와의 거래를 금지하도록 요구할 수 없다.,0,0
을은 특정 유통업체와의 계약에 구애받지 않고 자유롭게 상품을 납품할 수 있다.,0,0
갑은 을에게 다른 사업자에게 공급하는 상품의 공급가격을 제공하도록 요구할 수 있다.,1,14
을은 갑의 요구에 따라 다른 거래처의 입점 조건을 제공해야 한다.,1,14
갑은 을에게 경쟁사의 상품 공급 조건을 제출하도록 강요할 수 있다.,1,14
을은 갑과 거래를 유지하기 위해 다른 사업자의 매장 임차료 정보를 제공해야 한다.,1,14
갑은 을이 경쟁사와 맺은 계약 내용을 제공하지 않으면 불이익을 줄 수 있다.,1,14
갑은 을에게 특정 사업자의 경영정보를 지속적으로 보고하도록 요구할 수 있다.,1,14
을이 다른 사업자와 거래하는 조건을 갑에게 사전 승인받아야 한다.,1,14
갑은 을이 경쟁업체와 체결한 계약 내용을 반드시 제출하게 할 수 있다.,1,14
갑은 을의 다른 거래처 정보를 모두 확보해야 한다고 요구할 수 있다.,1,14
을이 경쟁사의 가격 정책을 공유하지 않으면 갑은 계약을 해지할 수 있다.,1,14
갑은 을에게 다른 사업자의 공급가격을 제공하도록 요구할 수 없다.,0,0
을은 갑의 요구와 관계없이 타 거래처의 입점 조건을 보호할 권리가 있다.,0,0
갑은 을이 경쟁사의 상품 공급 조건을 제공하도록 강요할 수 없다.,0,0
을은 갑과 거래하더라도 다른 사업자의 매장 임차료 정보를 보호해야 한다.,0,0
갑은 을이 경쟁사와 맺은 계약 내용을 제공하지 않더라도 불이익을 줄 수 없다.,0,0
갑은 을에게 특정 사업자의 경영정보를 제출하도록 강요해서는 안 된다.,0,0
을은 갑에게 경쟁업체와 체결한 계약 내용을 제출할 의무가 없다.,0,0
갑은 을의 다른 거래처 정보를 요구할 권리가 없다.,0,0
을은 다른 거래처와의 계약 조건을 갑에게 보고할 필요가 없다.,0,0
갑은 을과의 계약 유지와 관계없이 타 거래처의 정보를 요구할 수 없다.,0,0
갑은 을에게 정당한 사유 없이 금전을 제공하도록 요구할 수 있다.,1,15
을은 계약과 무관하게 갑이 지정한 제3자에게 경제적 이익을 제공해야 한다.,1,15
갑은 을에게 지속적으로 판매장려금을 제공하도록 강요할 수 있다.,1,15
을은 갑과의 거래를 유지하기 위해 물품을 추가로 제공해야 한다.,1,15
갑은 을이 원치 않더라도 용역을 제공하도록 강제할 수 있다.,1,15
갑은 을이 계약과 관계없이 특정 서비스 비용을 부담하도록 요구할 수 있다.,1,15
"을이 판매장려금을 지급하지 않으면, 갑은 불이익을 줄 수 있다.",1,15
갑은 을과 사전 협의 없이 판매장려금의 비율을 일방적으로 결정할 수 있다.,1,15
을은 갑이 원하는 경제적 지원을 제공하지 않으면 계약을 해지당할 수 있다.,1,15
갑은 을에게 지속적으로 추가적인 금전적 지원을 요구할 수 있다.,1,15
갑은 을에게 정당한 사유 없이 금전을 요구할 수 없다.,0,0
을은 계약 외적으로 갑이나 제3자에게 경제적 이익을 제공할 의무가 없다.,0,0
갑이 을에게 판매장려금을 요구하려면 연간거래 기본계약을 통해 명확한 약정을 해야 한다.,0,0
을은 계약과 관계없이 추가적인 금전 제공을 강요받을 필요가 없다.,0,0
"갑은 을에게 판매장려금을 요구할 경우, 합리적인 범위를 초과할 수 없다.",0,0
을은 갑의 요구로 인해 계약 외적으로 물품이나 용역을 제공할 필요가 없다.,0,0
갑은 판매장려금 지급시기 및 비율을 사전에 명확히 약정해야 한다.,0,0
"을이 판매장려금을 지급하지 않더라도, 갑은 계약상 불이익을 줄 수 없다.",0,0
갑은 계약과 무관한 경제적 지원을 을에게 강요할 수 없다.,0,0
판매장려금은 해당 거래분야에서 합리적으로 인정되는 범위를 초과할 수 없다.,0,0
갑은 을과의 거래를 중단하더라도 매장 설비비용을 보상하지 않아도 된다.,1,16
"을이 매장을 운영하는 도중, 갑은 사전 협의 없이 매장 위치를 변경할 수 있다.",1,16
갑은 계약 기간 중 을의 매장 면적을 줄이면서도 보상하지 않아도 된다.,1,16
"을이 매장 시설을 개선하기 위해 투자했더라도, 갑은 보상할 의무가 없다.",1,16
갑은 계약기간이 남아 있음에도 을과의 거래를 일방적으로 중단할 수 있다.,1,16
을이 매장을 운영하기 위해 지출한 비용을 갑이 부담하지 않아도 된다.,1,16
갑은 계약이 종료되기 전에 을과의 거래를 거절해도 매장 설비비용을 보상할 필요가 없다.,1,16
갑은 매장 위치를 변경한 후에도 을에게 별도의 보상을 제공하지 않을 수 있다.,1,16
"을이 매장 설비비용을 투자했더라도, 갑은 비용을 일부만 지급할 수 있다.",1,16
"갑은 계약기간이 1년 미만일 경우, 설비비용 보상을 하지 않아도 된다.",1,16
"갑은 을과의 거래를 중단하는 경우, 매장 설비비용에 대한 보상을 해야 한다.",0,0
"을의 매장 위치를 변경하는 경우, 갑은 설비비용의 비율에 맞춰 보상해야 한다.",0,0
"갑은 계약 기간 내 을의 매장 면적을 줄일 경우, 해당 비용을 보상해야 한다.",0,0
