sentence,label,article
갑은 판촉비용의 70%를 을에게 부담하도록 요구할 수 있다.,1,11
갑은 서면 합의 없이 판촉비용을 부담하도록 할 수 있다.,1,11
갑은 판촉비용 내역을 을에게 제공하지 않고 청구할 수 있다.,1,11
갑은 판촉행사에 대한 을의 동의 없이 비용을 부담시키는 것이 가능하다.,1,11
갑은 판촉비용을 예상 이익과 상관없이 을에게 전가할 수 있다.,1,11
갑은 을의 동의 없이 판촉행사 참여를 강제하고 비용을 부담시킬 수 있다.,1,11
갑은 판촉행사 전 을과 서면으로 비용 분담을 확정한다.,0,11
갑은 을의 동의 없이 판촉비용을 청구하지 않는다.,0,11
갑은 을과 예상 이익을 고려하여 판촉비용을 협의한다.,0,11
갑은 판촉비용 분담 비율이 50%를 초과하지 않도록 유지한다.,0,11
갑은 을의 자발적 요청에 한해 추가 판촉비용을 부담하도록 한다.,0,11
갑은 을과의 협의를 통해 판촉비용을 공정하게 분담한다.,0,11
갑은 판촉행사 계획과 비용 내역을 을에게 사전에 제공한다.,0,11
갑은 을과 서면으로 판촉비용 분담 약정을 체결한다.,0,11
갑은 예상 이익을 기준으로 을과 판촉비용을 조율한다.,0,11
갑은 판촉비용의 부담을 을의 동의 하에 진행한다.,0,11
갑은 을에게 판촉사원 파견을 강요하고 비용을 을에게 부담하도록 한다.,1,12
갑은 을의 동의 없이 종업원을 파견하도록 요구할 수 있다.,1,12
갑은 을에게 종업원 인건비 전액을 부담하도록 강요할 수 있다.,1,12
갑은 을의 자발적 요청 없이 종업원 파견을 진행할 수 있다.,1,12
갑은 납품업자의 사전 서면 동의 없이 종업원 파견 조건을 변경할 수 있다.,1,12
갑은 을에게 고용된 인력의 업무를 자기 사업장의 업무로 전환할 수 있다.,1,12
갑은 을에게 종업원 파견 후 추가 인건비를 청구할 수 있다.,1,12
갑은 을이 동의하지 않은 조건으로 종업원을 장기간 파견하도록 할 수 있다.,1,12
갑은 을과 사전 협의 없이 종업원의 근무 장소를 변경할 수 있다.,1,12
갑은 을에게 파견된 종업원의 업무 외 업무를 지시할 수 있다.,1,12
갑은 을과 사전 서면 합의 후 종업원 파견을 요청한다.,0,12
갑은 종업원 파견 시 모든 인건비를 부담한다.,0,12
갑은 을이 자발적으로 요청한 경우에만 종업원을 파견받는다.,0,12
갑은 을과 서면 합의 후 종업원 파견 조건을 명확히 약정한다.,0,12
갑은 숙련된 종업원의 파견 시 관련 비용을 전액 부담한다.,0,12
갑은 을과 협의 후 파견 종업원의 업무를 조정한다.,0,12
갑은 을에게 종업원 파견 요청 시 구체적인 비용 내역을 제공한다.,0,12
갑은 을의 서면 동의 없이 종업원 인건비를 청구하지 않는다.,0,12
갑은 종업원 파견 시 예상 이익과 비용을 을과 협의 후 결정한다.,0,12
갑은 을의 자발적 요청에 따라만 종업원을 파견한다.,0,12
갑은 을의 동의 없이 종업원을 판촉 행사에 파견하도록 요구할 수 있다.,1,12
갑은 을의 종업원을 별도의 계약 없이 장기간 근무하게 할 수 있다.,1,12
갑은 을에게 판촉 사원 인건비 전액을 부담하도록 강제할 수 있다.,1,12
갑은 을의 종업원을 사전 협의 없이 타 매장으로 전근시킬 수 있다.,1,12
갑은 을의 종업원에게 판매 외 업무를 강요할 수 있다.,1,12
갑은 을의 종업원 근무 조건을 일방적으로 변경할 수 있다.,1,12
갑은 을의 종업원에게 연장 근무를 지시하고 추가 비용을 지급하지 않는다.,1,12
갑은 을에게 계약 외 업무를 위해 종업원 파견을 요구할 수 있다.,1,12
갑은 을의 종업원 인력 운영을 간섭할 수 있다.,1,12
갑은 을의 종업원 파견을 사전 고지 없이 요구할 수 있다.,1,12
갑은 을과 서면 계약을 통해 종업원 파견 조건을 명확히 약정한다.,0,12
갑은 을의 요청에 의해 종업원을 판촉 업무에 한정하여 사용한다.,0,12
갑은 을과 사전 서면 합의를 통해 종업원 파견을 진행한다.,0,12
갑은 을이 제공한 서면 자료에 따라 종업원 파견 요청을 수락한다.,0,12
갑은 종업원의 인건비와 관련 비용을 직접 부담한다.,0,12
갑은 을의 종업원에게 판매 및 관리 업무 외의 업무를 지시하지 않는다.,0,12
갑은 을과 협의한 범위 내에서만 종업원을 사용한다.,0,12
갑은 을의 종업원 파견 시 모든 비용을 명확히 분담한다.,0,12
갑은 을의 자발적 요청이 있을 경우에만 종업원을 사용한다.,0,12
갑은 종업원 파견과 관련된 사항을 서면으로 명확히 규정한다.,0,12
갑은 을에게 다른 유통업체와 거래하지 않도록 강요할 수 있다.,1,13
갑은 을에게 특정 브랜드 제품만 납품하도록 요구할 수 있다.,1,13
갑은 을이 경쟁사와 거래를 중단하도록 압박할 수 있다.,1,13
갑은 을이 자사와만 독점 계약을 체결하도록 요구할 수 있다.,1,13
갑은 을이 경쟁사와 협력 시 불이익을 주겠다고 통보할 수 있다.,1,13
갑은 을이 다른 유통업체에 제품을 공급하지 못하도록 계약할 수 있다.,1,13
갑은 을에게 자사 전용 제품 생산을 강요할 수 있다.,1,13
갑은 을이 타사와의 거래 정보를 보고하도록 요구할 수 있다.,1,13
갑은 을이 경쟁사 제품을 판매하지 못하도록 조건을 걸 수 있다.,1,13
갑은 을이 다른 업체와 공동 마케팅을 진행하지 못하게 할 수 있다.,1,13
갑은 을과의 계약에서 거래 자유를 보장한다.,0,13
갑은 을이 다른 유통업체와 자유롭게 거래할 수 있도록 한다.,0,13
갑은 을에게 특정 브랜드나 제품 판매를 강요하지 않는다.,0,13
갑은 을과의 계약에 경쟁사와의 거래 제한을 두지 않는다.,0,13
갑은 을의 자율적인 거래 결정을 존중한다.,0,13
갑은 을이 다른 업체와 협력할 권리를 보장한다.,0,13
갑은 을에게 특정 제품 생산을 강요하지 않는다.,0,13
갑은 을의 독립적 사업 운영을 지원한다.,0,13
갑은 을의 거래처를 제한하거나 간섭하지 않는다.,0,13
갑은 을과 공정하고 투명한 거래 관계를 유지한다.,0,13
갑은 을이 자사 제품을 우선적으로 공급하도록 강요할 수 있다.,1,13
갑은 을에게 경쟁사와 거래 시 불이익을 주겠다고 명시할 수 있다.,1,13
갑은 을이 특정 유통 채널을 통해서만 제품을 판매하도록 제한할 수 있다.,1,13
갑은 을이 다른 브랜드와 협력하지 못하도록 계약할 수 있다.,1,13
갑은 을에게 경쟁사 제품의 정보를 제출하도록 요구할 수 있다.,1,13
갑은 을이 특정 지역에만 제품을 납품하도록 제한할 수 있다.,1,13
갑은 을이 경쟁사와의 계약을 해지하도록 압박할 수 있다.,1,13
갑은 을이 자사 외 제품을 생산하지 못하도록 조건을 걸 수 있다.,1,13
갑은 을의 판매 채널을 특정 브랜드로만 한정하도록 강요할 수 있다.,1,13
갑은 을에게 자사 제품만을 진열하도록 지시할 수 있다.,1,13
갑은 을의 자유로운 거래를 보장한다.,0,13
갑은 을이 경쟁사와 자유롭게 거래할 수 있도록 허용한다.,0,13
갑은 을이 다양한 브랜드 제품을 판매하도록 허용한다.,0,13
갑은 을이 독립적으로 판매 전략을 수립하도록 보장한다.,0,13
갑은 을의 타 브랜드와의 거래를 방해하지 않는다.,0,13
갑은 을의 자율적인 사업 운영을 존중한다.,0,13
갑은 을이 특정 브랜드에 종속되지 않도록 보장한다.,0,13
갑은 을과의 계약에서 경쟁사와의 거래 제한을 두지 않는다.,0,13
갑은 을이 다양한 유통 채널을 이용할 수 있도록 지원한다.,0,13
갑은 을과 공정하고 자유로운 거래 관계를 유지한다.,0,13
갑은 을에게 경쟁사와의 계약 조건을 상세히 보고하도록 요구할 수 있다.,1,14
갑은 을에게 다른 거래처의 공급가격 정보를 제공하도록 요청할 수 있다.,1,14
갑은 을에게 다른 유통업체의 거래조건을 제출하도록 강요할 수 있다.,1,14
갑은 을에게 경쟁사 입점 조건을 보고하도록 요구할 수 있다.,1,14
갑은 을의 거래처 리스트를 제출하도록 의무화할 수 있다.,1,14
갑은 을에게 경쟁업체의 판매 전략을 보고하도록 요구할 수 있다.,1,14
갑은 을에게 다른 업체의 마케팅 전략 자료를 요청할 수 있다.,1,14
갑은 을이 거래 중인 업체의 공급 계약서를 제출하도록 요구할 수 있다.,1,14
갑은 을에게 경쟁업체의 납품 단가를 공개하도록 강요할 수 있다.,1,14
갑은 을에게 시장 점유율 자료를 필수로 제출하도록 요구할 수 있다.,1,14
갑은 을에게 요구 목적과 비밀유지 사항을 포함한 서면을 제공한 후 필요한 정보를 요청한다.,0,14
갑은 을의 동의 없이 어떠한 경영정보도 요구하지 않는다.,0,14
갑은 을에게 제공받은 정보를 제3자에게 공유하지 않는다.,0,14
갑은 서면으로 정보 제공 목적을 명확히 하고 을의 동의를 얻는다.,0,14
갑은 을에게 경영정보 요구 시 최소한의 범위 내에서 요청한다.,0,14
갑은 을의 경쟁사 정보 제공을 강요하지 않는다.,0,14
갑은 을과 상호 동의하에 필요한 정보만을 제공받는다.,0,14
갑은 을에게 비밀유지 서약서를 작성한 후 경영정보를 요청한다.,0,14
갑은 을이 거부할 권리가 있는 정보를 강제하지 않는다.,0,14
갑은 을이 자발적으로 제공한 정보 외에는 요청하지 않는다.,0,14
갑은 을에게 타사와의 공급계약 내역을 제출하도록 지시할 수 있다.,1,14
갑은 을에게 경쟁사의 납품가격 변동 정보를 주기적으로 보고하도록 요구할 수 있다.,1,14
갑은 을의 타 업체 거래 조건을 사전에 검토하도록 강요할 수 있다.,1,14
갑은 을에게 다른 유통업체의 할인 정책을 공유하도록 요구할 수 있다.,1,14
갑은 을의 다른 거래처와의 계약 조건을 확인하기 위해 계약서 사본을 요구할 수 있다.,1,14
갑은 을에게 경쟁사 제품의 유통경로를 분석해 보고하도록 강제할 수 있다.,1,14
갑은 을의 다른 납품업체와의 거래 조건을 상세히 보고하도록 강요할 수 있다.,1,14
갑은 을에게 경쟁사의 마케팅 전략 자료를 제출하도록 강제할 수 있다.,1,14
갑은 을에게 경쟁업체의 할인율 정보를 수집해오도록 지시할 수 있다.,1,14
갑은 을이 다른 유통업체와의 협의 내용을 정기적으로 보고하도록 요구할 수 있다.,1,14
갑은 을에게 경영정보 제공 요청 시 목적과 비밀유지 사항을 서면으로 제공한다.,0,14
갑은 을에게 요청한 정보가 법적 범위 내에서 필요한 경우에만 요구한다.,0,14
갑은 을과 합의된 범위 내에서만 경영정보를 요청한다.,0,14
갑은 을에게 자발적으로 제공하는 정보 외에는 강제하지 않는다.,0,14
갑은 경영정보 요구 시 최소한의 범위로 제한하여 요청한다.,0,14
갑은 을의 동의 없이는 경쟁사 정보나 거래조건을 요구하지 않는다.,0,14
갑은 을에게 제공받은 정보를 철저히 보호하고 외부에 공개하지 않는다.,0,14
갑은 을의 경영정보 제공에 대한 의무를 부여하지 않는다.,0,14
갑은 서면 동의 없이 어떠한 경영정보도 요구하지 않는다.,0,14
갑은 을이 거부할 수 있는 권리를 존중하며 정보 제공을 요청한다.,0,14
갑은 을에게 추가 비용 부담 없이 행사 경품을 직접 제공하도록 요구할 수 있다.,1,15
갑은 을에게 매장 리모델링 비용의 일부를 부담하도록 강요할 수 있다.,1,15
갑은 을에게 정당한 사유 없이 판촉 행사 비용 전액을 부담하도록 할 수 있다.,1,15
갑은 을에게 신규 매장 입점을 위해 추가 물품을 무상으로 제공하도록 요구할 수 있다.,1,15
갑은 을에게 명절 선물 제공을 명목으로 금전을 요구할 수 있다.,1,15
갑은 을에게 본사의 사무실 운영비 일부를 지원하도록 요청할 수 있다.,1,15
갑은 을에게 판촉행사와 무관한 비용을 부담하도록 강요할 수 있다.,1,15
갑은 을에게 특정 협력업체를 통한 물품 구매를 강요할 수 있다.,1,15
갑은 을에게 판촉행사 참여 조건으로 현금성 물품을 제공하도록 요구할 수 있다.,1,15
갑은 을에게 본사 직원의 출장비를 대신 부담하도록 강요할 수 있다.,1,15
갑은 을과 사전에 서면으로 합의된 범위 내에서 판매장려금을 약정한다.,0,15
갑은 을에게 판매장려금의 지급 목적과 금액을 명확히 하고 이를 서면으로 작성한다.,0,15
갑은 을의 동의 없이 경제적 이익을 요구하지 않는다.,0,15
갑은 을과 합의된 조건에 따라 합리적인 범위에서 판매장려금을 받는다.,0,15
갑은 을에게 판매장려금 외의 경제적 이익을 요구하지 않는다.,0,15
갑은 을에게 판촉행사 비용을 자발적 동의 없이 전가하지 않는다.,0,15
갑은 을과 서면 계약에 따라 판매장려금의 지급 시기와 방법을 명확히 한다.,0,15
갑은 을에게 정당한 사유 없이 추가 비용을 요구하지 않는다.,0,15
갑은 을의 자발적인 동의 없이 경제적 부담을 전가하지 않는다.,0,15
갑은 을에게 경제적 이익 제공 요구 시 목적과 금액을 명확히 한다.,0,15
갑은 을에게 본사 행사 운영비 전액을 지원하도록 요구할 수 있다.,1,15
갑은 을에게 입점 계약 조건으로 무상 제품을 정기적으로 제공하도록 강요할 수 있다.,1,15
갑은 을에게 직원 복리후생비용 일부를 부담하도록 요구할 수 있다.,1,15
갑은 을에게 신규 매장 오픈 비용을 전액 부담하도록 강요할 수 있다.,1,15
갑은 을에게 브랜드 홍보를 위한 광고비를 전액 부담하도록 요구할 수 있다.,1,15
갑은 을에게 명절 선물세트 구매를 강제할 수 있다.,1,15
갑은 을에게 특정 협력업체를 이용한 인테리어 시공을 강요할 수 있다.,1,15
갑은 을에게 물류비용의 전액을 부담하도록 일방적으로 요구할 수 있다.,1,15
갑은 을에게 사내행사 경품을 무상으로 제공하도록 강요할 수 있다.,1,15
갑은 을에게 본사의 비품 구입비용을 부담하도록 요구할 수 있다.,1,15
갑은 을과 서면 계약을 통해 판매장려금의 지급 목적과 금액을 명확히 약정한다.,0,15
갑은 을의 자발적 동의 없이 부당한 경제적 부담을 전가하지 않는다.,0,15
갑은 을과 합의한 범위 내에서만 판매장려금을 요구한다.,0,15
갑은 을에게 판매장려금 요구 시 목적과 금액을 서면으로 고지한다.,0,15
갑은 을과의 합의 없이 판촉행사 비용을 전가하지 않는다.,0,15
갑은 을과 합의한 범위 내에서 합리적인 비용 분담을 진행한다.,0,15
갑은 을의 자발적인 참여가 있을 때만 판촉행사 비용을 분담하도록 한다.,0,15
갑은 을과의 서면 합의에 따라 경제적 이익 제공을 요구한다.,0,15
갑은 판매장려금 비율을 거래 분야의 합리적 기준에 따라 정한다.,0,15
갑은 판매장려금과 관련된 모든 사항을 을과 서면으로 명확히 약정한다.,0,15
갑은 매장 리뉴얼 시 을에게 전체 공사비를 부담하도록 요구할 수 있다.,1,16
갑은 매장 위치 변경 시 을에게 이전 비용 전액을 부담하게 할 수 있다.,1,16
갑은 을에게 매장 내부 인테리어 변경 비용을 사전 동의 없이 전가할 수 있다.,1,16
갑은 매장 면적 축소 시 발생하는 손해를 을이 전적으로 부담하도록 할 수 있다.,1,16
갑은 매장 시설물 교체 시 을에게 전액 비용을 부담시키도록 할 수 있다.,1,16
갑은 을의 동의 없이 매장 시설 변경 후 비용을 청구할 수 있다.,1,16
갑은 을에게 매장 철거 비용 전액을 부담하도록 요구할 수 있다.,1,16
갑은 을에게 매장 면적 확장에 따른 비용을 전액 부담하도록 강제할 수 있다.,1,16
갑은 을의 동의 없이 매장 이전을 결정하고 관련 비용을 을에게 부담시킬 수 있다.,1,16
갑은 매장 변경 시 보상 없이 을의 투자 비용 전액을 손실 처리하게 할 수 있다.,1,16
갑은 매장 설비 변경 시 을과 사전 서면 합의를 통해 비용 분담을 결정한다.,0,16
갑은 매장 위치 변경 시 을의 동의를 받고 합리적인 비용을 분담한다.,0,16
갑은 매장 시설 변경에 따른 비용을 을과 합의하여 공정하게 나눈다.,0,16
갑은 매장 면적 조정 시 을에게 보상 기준을 서면으로 명확히 안내한다.,0,16
갑은 을의 매장 설비비용을 보상 기준에 따라 적절히 지급한다.,0,16
갑은 매장 위치나 면적 변경 시 을과 충분히 협의하여 진행한다.,0,16
갑은 을의 동의 없이 매장 설비 변경을 진행하지 않는다.,0,16
갑은 을의 투자 비용을 감안하여 합리적인 보상안을 마련한다.,0,16
갑은 매장 시설물 변경 시 을과 비용 분담 비율을 서면으로 정한다.,0,16
갑은 매장 설비비용을 을과 합의한 기준에 따라 지급한다.,0,16
갑은 매장 구조 변경 시 을의 사전 동의 없이 비용을 청구할 수 있다.,1,16
갑은 을에게 매장 내 전기 시설 교체 비용을 전액 부담하도록 요구할 수 있다.,1,16
갑은 매장 리모델링 후 발생한 비용을 일방적으로 을에게 청구할 수 있다.,1,16
갑은 매장 이전 시 발생하는 인테리어 비용을 을이 모두 부담하게 할 수 있다.,1,16
갑은 을에게 매장 설비 교체 비용의 80% 이상을 부담하도록 강제할 수 있다.,1,16
갑은 을에게 매장 확장 공사 비용을 사전 합의 없이 청구할 수 있다.,1,16
갑은 을의 매장에 대한 시설물 교체 시 비용 전액을 부담시키도록 할 수 있다.,1,16
갑은 매장 면적 축소 시 을의 설비비용 보상 없이 진행할 수 있다.,1,16
갑은 을의 매장 이전에 따른 설비비용을 사전 고지 없이 청구할 수 있다.,1,16
갑은 매장 구조 변경으로 인한 손해를 을이 모두 부담하도록 할 수 있다.,1,16
갑은 매장 설비 변경 시 을과 서면으로 합의한 후 비용을 분담한다.,0,16
갑은 매장 리모델링 전 을의 동의를 얻고 합리적으로 비용을 분담한다.,0,16
갑은 매장 면적 조정 시 을의 투자비용을 고려하여 보상한다.,0,16
갑은 을과의 협의를 통해 매장 시설 변경 시 비용을 공정하게 분담한다.,0,16
갑은 매장 이전 시 발생하는 비용을 을과 협의하여 분담한다.,0,16
갑은 을의 설비비용을 계약 조건에 맞게 적절히 보상한다.,0,16
갑은 매장 구조 변경 전 을과 서면으로 비용 분담을 약정한다.,0,16
갑은 을과 서면 계약을 통해 매장 시설물 변경 비용을 합리적으로 분담한다.,0,16
갑은 매장 면적 변경으로 발생하는 비용을 을에게 적절히 보상한다.,0,16
갑은 매장 시설 개보수 비용을 을의 동의 없이 전액 부담하도록 요구할 수 있다.,1,16
갑은 을에게 매장 설비 개선을 이유로 추가 비용을 일방적으로 청구할 수 있다.,1,16
갑은 을의 동의 없이 매장 시설 점검 및 보수 비용을 청구할 수 있다.,1,16
갑은 을에게 매장 내 설비 교체비용의 대부분을 부담하도록 강제할 수 있다.,1,16
갑은 을에게 매장 내부 구조 변경 비용을 전가할 수 있다.,1,16
갑은 을과 협의 없이 매장 시설물 업그레이드 비용을 전액 청구할 수 있다.,1,16
갑은 을에게 매장 환경 개선 명목으로 부당한 비용을 청구할 수 있다.,1,16
갑은 을에게 매장 임의 구조 변경으로 인한 손해를 전가할 수 있다.,1,16
갑은 을의 동의 없이 매장 설비 확장 공사비를 청구할 수 있다.,1,16
갑은 을에게 매장 재배치로 발생한 비용을 사전 협의 없이 부담시킬 수 있다.,1,16
갑은 매장 설비 변경 시 을과 사전 합의를 통해 비용을 분담한다.,0,16
갑은 매장 개보수 전 을의 의견을 수렴하고 서면 합의를 진행한다.,0,16
갑은 매장 구조 변경에 따른 비용을 을과 합리적으로 조정한다.,0,16
갑은 매장 시설 개선 시 을의 부담을 최소화하도록 협의한다.,0,16
갑은 매장 환경 변경 전 을과 서면으로 비용 부담 조건을 확정한다.,0,16
갑은 을과의 사전 합의 없이는 매장 시설 변경을 진행하지 않는다.,0,16
갑은 매장 시설 공사 전 을과 서면으로 비용 분담을 약정한다.,0,16
갑은 을의 투자비용을 고려해 매장 구조 변경 시 적절히 보상한다.,0,16
갑은 매장 변경으로 발생하는 비용을 을과 합리적으로 나눈다.,0,16
갑은 매장 설비 확장 시 을의 동의를 받고 공정하게 비용을 분담한다.,0,16
갑은 을에게 상품권 구매를 의무화할 수 있다.,1,17
갑은 을에게 통상적인 납품가격보다 현저히 낮은 가격으로 납품하게 할 수 있다.,1,17
갑은 판매촉진행사를 이유로 을에게 대량 납품을 강요할 수 있다.,1,17
갑은 을의 동의 없이 판매촉진행사에 참여하도록 강제할 수 있다.,1,17
갑은 약정된 가격 인하 기간이 지났음에도 정상가격으로 환원하지 않을 수 있다.,1,17
갑은 을의 의사에 반하여 을의 상품 광고를 집행할 수 있다.,1,17
갑은 을의 동의 없이 특정 점포의 매장에서 퇴점을 막을 수 있다.,1,17
갑은 계약기간 중 일방적으로 을의 매장 면적을 축소할 수 있다.,1,17
갑은 계약기간 중 판매장려금 비율을 일방적으로 변경할 수 있다.,1,17
갑은 을에게 불이익이 되는 계약조건을 사전 협의 없이 변경할 수 있다.,1,17
갑은 을과의 합의하에 판매촉진행사 참여 여부를 결정한다.,0,17
갑은 납품가격 조정을 을과 서면으로 합의한 경우에만 진행한다.,0,17
갑은 을의 자발적인 요청이 있을 경우에만 상품 광고를 진행한다.,0,17
갑은 약정된 기간이 종료되면 정상가격으로 즉시 환원한다.,0,17
갑은 을의 동의 없이 매장 위치나 면적을 변경하지 않는다.,0,17
갑은 판매장려금 비율 변경 시 을과 사전 합의를 진행한다.,0,17
갑은 을에게 상품권 구매를 강요하지 않는다.,0,17
갑은 판매촉진행사에 을이 자율적으로 참여하도록 한다.,0,17
갑은 을의 의사에 반하는 불이익 조치를 하지 않는다.,0,17
갑은 계약기간 동안 을과 합의된 조건을 준수한다.,0,17
갑은 을에게 사전 동의 없이 상품권을 구매하도록 요구할 수 있다.,1,17
갑은 을에게 시장 가격보다 낮은 가격으로 납품하도록 강제할 수 있다.,1,17
갑은 을에게 예상보다 많은 물량을 판매촉진 행사에 맞춰 납품하게 할 수 있다.,1,17
갑은 을의 의사와 무관하게 판매촉진행사에 강제로 참여시키는 조항을 둘 수 있다.,1,17
갑은 약정된 인하 기간이 지난 후에도 을에게 가격 인상을 거부할 수 있다.,1,17
갑은 을의 동의 없이 을의 상품을 대상으로 광고를 시행할 수 있다.,1,17
갑은 을의 요청과 상관없이 을의 점포 퇴점을 지연시킬 수 있다.,1,17
갑은 계약기간 중 을의 매장 시설을 임의로 축소하거나 변경할 수 있다.,1,17
갑은 판매장려금 지급 기준을 을과 협의 없이 일방적으로 변경할 수 있다.,1,17
갑은 을에게 경제적 부담을 과도하게 전가할 수 있다.,1,17
갑은 을과 서면 합의 후 상품권 구매 여부를 결정한다.,0,17
갑은 납품 가격은 시장 가격을 기준으로 을과 협의하여 정한다.,0,17
갑은 을의 자발적 참여 의사에 따라 판매촉진 행사에 참여하도록 한다.,0,17
갑은 약정된 가격 인하 기간이 끝나면 즉시 정상가격으로 복원한다.,0,17
갑은 을의 요청이 있을 때에만 광고를 시행한다.,0,17
갑은 을의 점포 이동이나 변경을 사전 협의 후 진행한다.,0,17
갑은 판매장려금 지급 기준을 을과 서면으로 합의한 경우에만 변경한다.,0,17
갑은 을에게 불이익이 발생하지 않도록 계약 조건을 성실히 이행한다.,0,17
갑은 을과의 계약 기간 동안 합의된 조건을 준수한다.,0,17
갑은 을의 경제적 부담을 최소화하도록 상호 협의한다.,0,17
갑은 을이 공정거래위원회에 신고한 사실을 이유로 계약 조건을 불리하게 변경할 수 있다.,1,18
갑은 을이 분쟁조정을 신청한 경우 납품 기회를 제한할 수 있다.,1,18
갑은 을이 조사에 협조한 사실을 이유로 납품 계약을 해지할 수 있다.,1,18
갑은 을이 공정거래위원회에 자료를 제출한 경우 불이익을 줄 수 있다.,1,18
갑은 을이 신고한 사실을 이유로 매장 임차 기회를 박탈할 수 있다.,1,18
갑은 을이 서면실태조사에 응한 경우 상품 공급을 중단할 수 있다.,1,18
갑은 을의 신고 사실을 이유로 판매장려금 지급을 중단할 수 있다.,1,18
